Timestamp,FileName,ProcessType,Parameter
2026-04-02 14:47:30,엔디비아 자격증.png,blur,3
2026-04-02 14:47:30,엔디비아 자격증.png,blur,2
2026-04-02 14:47:30,엔디비아 자격증.png,blur,1
2026-04-02 14:47:30,엔디비아 자격증.png,blur,0
2026-04-02 14:47:31,엔디비아 자격증.png,reset,-
2026-04-02 14:47:35,엔디비아 자격증.png,color_filter,green
2026-04-02 14:51:27,엔디비아 자격증.png,load,-
2026-04-02 14:51:29,엔디비아 자격증.png,blur,5
2026-04-02 14:51:29,엔디비아 자격증.png,blur,10
2026-04-02 14:51:29,엔디비아 자격증.png,blur,15
2026-04-02 14:51:29,엔디비아 자격증.png,blur,20
2026-04-02 14:51:30,엔디비아 자격증.png,blur,15
2026-04-02 14:51:30,엔디비아 자격증.png,blur,10
2026-04-02 14:51:30,엔디비아 자격증.png,blur,5
2026-04-02 14:51:30,엔디비아 자격증.png,blur,0
2026-04-02 14:51:31,엔디비아 자격증.png,grayscale,-
2026-04-02 14:51:31,엔디비아 자격증.png,grayscale,-
2026-04-02 14:51:32,엔디비아 자격증.png,canny_edge,100/200
2026-04-02 14:51:33,엔디비아 자격증.png,reset,-
2026-04-02 14:51:34,엔디비아 자격증.png,reset,-
2026-04-02 14:51:39,엔디비아 자격증.png,color_filter,green
2026-04-02 15:12:01,엔디비아 자격증.png,load,-
2026-04-02 15:12:03,엔디비아 자격증.png,blur,1
2026-04-02 15:12:03,엔디비아 자격증.png,blur,2
2026-04-02 15:12:03,엔디비아 자격증.png,blur,3
2026-04-02 15:12:03,엔디비아 자격증.png,blur,4
2026-04-02 15:12:03,엔디비아 자격증.png,blur,5
2026-04-02 15:12:03,엔디비아 자격증.png,blur,6
2026-04-02 15:12:03,엔디비아 자격증.png,blur,7
2026-04-02 15:12:03,엔디비아 자격증.png,blur,8
2026-04-02 15:12:03,엔디비아 자격증.png,blur,9
2026-04-02 15:12:03,엔디비아 자격증.png,blur,10
2026-04-02 15:12:03,엔디비아 자격증.png,blur,11
2026-04-02 15:12:03,엔디비아 자격증.png,blur,12
2026-04-02 15:12:03,엔디비아 자격증.png,blur,13
2026-04-02 15:12:03,엔디비아 자격증.png,blur,14
2026-04-02 15:12:03,엔디비아 자격증.png,blur,13
2026-04-02 15:12:03,엔디비아 자격증.png,blur,12
2026-04-02 15:12:03,엔디비아 자격증.png,blur,11
2026-04-02 15:12:03,엔디비아 자격증.png,blur,10
2026-04-02 15:12:03,엔디비아 자격증.png,blur,9
2026-04-02 15:12:03,엔디비아 자격증.png,blur,8
2026-04-02 15:12:03,엔디비아 자격증.png,blur,7
2026-04-02 15:12:03,엔디비아 자격증.png,blur,6
2026-04-02 15:12:03,엔디비아 자격증.png,blur,5
2026-04-02 15:12:03,엔디비아 자격증.png,blur,6
2026-04-02 15:12:04,엔디비아 자격증.png,blur,7
2026-04-02 15:12:04,엔디비아 자격증.png,blur,8
2026-04-02 15:12:04,엔디비아 자격증.png,blur,9
2026-04-02 15:12:04,엔디비아 자격증.png,blur,10
2026-04-02 15:12:04,엔디비아 자격증.png,blur,11
2026-04-02 15:12:04,엔디비아 자격증.png,blur,12
2026-04-02 15:12:04,엔디비아 자격증.png,blur,13
2026-04-02 15:12:04,엔디비아 자격증.png,blur,14
2026-04-02 15:12:04,엔디비아 자격증.png,blur,15
2026-04-02 15:12:04,엔디비아 자격증.png,blur,16
2026-04-02 15:12:04,엔디비아 자격증.png,blur,17
2026-04-02 15:12:04,엔디비아 자격증.png,blur,18
2026-04-02 15:12:04,엔디비아 자격증.png,blur,19
2026-04-02 15:12:04,엔디비아 자격증.png,blur,20
2026-04-02 15:12:04,엔디비아 자격증.png,blur,19
2026-04-02 15:12:04,엔디비아 자격증.png,blur,18
2026-04-02 15:12:04,엔디비아 자격증.png,blur,17
2026-04-02 15:12:04,엔디비아 자격증.png,blur,16
2026-04-02 15:12:04,엔디비아 자격증.png,blur,15
2026-04-02 15:12:04,엔디비아 자격증.png,blur,14
2026-04-02 15:12:04,엔디비아 자격증.png,blur,13
2026-04-02 15:12:04,엔디비아 자격증.png,blur,12
2026-04-02 15:12:04,엔디비아 자격증.png,blur,11
2026-04-02 15:12:04,엔디비아 자격증.png,blur,10
2026-04-02 15:12:04,엔디비아 자격증.png,blur,9
2026-04-02 15:12:04,엔디비아 자격증.png,blur,8
2026-04-02 15:12:04,엔디비아 자격증.png,blur,7
2026-04-02 15:12:04,엔디비아 자격증.png,blur,6
2026-04-02 15:12:04,엔디비아 자격증.png,blur,5
2026-04-02 15:12:04,엔디비아 자격증.png,blur,4
2026-04-02 15:12:04,엔디비아 자격증.png,blur,3
2026-04-02 15:12:04,엔디비아 자격증.png,blur,2
2026-04-02 15:12:04,엔디비아 자격증.png,blur,1
2026-04-02 15:12:04,엔디비아 자격증.png,blur,0
2026-04-02 15:12:04,엔디비아 자격증.png,blur,1
2026-04-02 15:12:04,엔디비아 자격증.png,blur,2
2026-04-02 15:12:04,엔디비아 자격증.png,blur,3
2026-04-02 15:12:04,엔디비아 자격증.png,blur,4
2026-04-02 15:12:04,엔디비아 자격증.png,blur,5
2026-04-02 15:12:04,엔디비아 자격증.png,blur,6
2026-04-02 15:12:04,엔디비아 자격증.png,blur,7
2026-04-02 15:12:04,엔디비아 자격증.png,blur,8
2026-04-02 15:12:04,엔디비아 자격증.png,blur,9
2026-04-02 15:12:04,엔디비아 자격증.png,blur,10
2026-04-02 15:12:04,엔디비아 자격증.png,blur,11
2026-04-02 15:12:04,엔디비아 자격증.png,blur,12
2026-04-02 15:12:04,엔디비아 자격증.png,blur,13
2026-04-02 15:12:04,엔디비아 자격증.png,blur,14
2026-04-02 15:12:04,엔디비아 자격증.png,blur,15
2026-04-02 15:12:04,엔디비아 자격증.png,blur,16
2026-04-02 15:12:04,엔디비아 자격증.png,blur,17
2026-04-02 15:12:04,엔디비아 자격증.png,blur,18
2026-04-02 15:12:04,엔디비아 자격증.png,blur,19
2026-04-02 15:12:04,엔디비아 자격증.png,blur,20
2026-04-02 15:12:04,엔디비아 자격증.png,blur,19
2026-04-02 15:12:04,엔디비아 자격증.png,blur,18
2026-04-02 15:12:04,엔디비아 자격증.png,blur,17
2026-04-02 15:12:04,엔디비아 자격증.png,blur,16
2026-04-02 15:12:04,엔디비아 자격증.png,blur,15
2026-04-02 15:12:04,엔디비아 자격증.png,blur,14
2026-04-02 15:12:04,엔디비아 자격증.png,blur,12
2026-04-02 15:12:04,엔디비아 자격증.png,blur,11
2026-04-02 15:12:04,엔디비아 자격증.png,blur,10
2026-04-02 15:12:04,엔디비아 자격증.png,blur,9
2026-04-02 15:12:04,엔디비아 자격증.png,blur,8
2026-04-02 15:12:04,엔디비아 자격증.png,blur,7
2026-04-02 15:12:04,엔디비아 자격증.png,blur,5
2026-04-02 15:12:04,엔디비아 자격증.png,blur,4
2026-04-02 15:12:04,엔디비아 자격증.png,blur,3
2026-04-02 15:12:04,엔디비아 자격증.png,blur,2
2026-04-02 15:12:04,엔디비아 자격증.png,blur,1
2026-04-02 15:12:05,엔디비아 자격증.png,blur,0
2026-04-02 15:12:07,엔디비아 자격증.png,color_filter,green
